"group","hour","avg_temperature","std","n"
"HFR",0,37.5882113821138,0.84894630660883,820
"HFR",1,37.6847494553377,0.841877922733347,255
"HFR",2,37.7354892205638,0.752333642531174,335
"HFR",3,37.7580037664783,0.696875014192722,295
"HFR",4,37.7425382493103,0.64617167713314,443
"HFR",5,37.78899404136,0.678423343041431,317
"HFR",6,37.7359649122807,0.666561284598388,380
"HFR",7,37.7340996168582,0.64081246644504,290
"HFR",8,37.6548248929201,0.652145963950559,441
"HFR",9,37.6252620545073,0.724465818173366,318
"HFR",10,37.5457084068195,0.666661290003274,378
"HFR",11,37.5078563411897,0.645045255281487,297
"HFR",12,37.4361586525401,0.63726409740318,409
"HFR",13,37.4186712485682,0.668232286259455,291
"HFR",14,37.375468164794,0.615097431816178,356
"HFR",15,37.3283004258614,0.650424095765461,287
"HFR",16,37.2844948222782,0.612360958368676,397
"HFR",17,37.2948426241942,0.649743628206373,293
"HFR",18,37.2312925170068,0.650211538353022,343
"HFR",19,37.1829319814111,0.719889691587507,263
"HFR",20,37.1108232584917,0.626815078915792,386
"HFR",21,37.0796296296296,0.649170152115554,300
"HFR",22,37.0670926517572,0.555871541169158,313
"HFR",23,37.0605442176871,0.597188062836748,245
"HFR",24,36.9739952718676,0.582880720500768,376
"HFR",25,36.9098721023181,0.59216841552956,278
"HFR",26,36.9613740959895,0.594448160765285,338
"HFR",27,36.8898033836305,0.638124209571197,243
"HFR",28,36.9017323775388,0.585989675421213,372
"HFR",29,36.7997903563941,0.603307578641683,265
"HFR",30,36.8477564102564,0.588383194349852,312
"HFR",31,36.8136200716846,0.494519044364847,248
"HFR",32,36.7978090766823,0.483077006726762,355
"HFR",33,36.7524641577061,0.45384117384367,248
"HFR",34,36.7697855750487,0.461303645843791,285
"HFR",35,36.7366352201258,0.43735678100947,212
"HFR",36,36.7558641975309,0.449808898375003,360
"HFR",37,36.7288888888889,0.464309509850997,250
"HFR",38,36.6959272439699,0.461694622934235,281
"HFR",39,36.6635802469136,0.499831447478589,234
"HFR",40,36.6964102564103,0.49639420634658,325
"HFR",41,36.6952718676123,0.484140938631141,235
"HFR",42,36.6833333333333,0.465082365034156,280
"HFR",43,36.6678588459704,0.438703533775764,233
"HFR",44,36.6093585699264,0.455275081563259,317
"HFR",45,36.6305672761369,0.466383148695865,237
"HFR",46,36.6066488174922,0.502760123334782,249
"HFR",47,36.6510034263338,0.518950871399042,227
"HFR",48,36.6144114411441,0.463852929533256,303
"HFR",49,36.6054067460317,0.470120302157316,224
"HFR",50,36.6042204995693,0.510353380690672,258
"HFR",51,36.5968992248062,0.507741645222745,215
"HFR",52,36.6002886002886,0.43772416185754,308
"HFR",53,36.601180891036,0.487749765038208,207
"HFR",54,36.5879818594104,0.527280643703826,245
"HFR",55,36.6324404761905,0.510437237777062,224
"HFR",56,36.5618101545254,0.575412679480179,302
"HFR",57,36.5712881022616,0.53842574097885,226
"HFR",58,36.5669577874818,0.497058622935336,229
"HFR",59,36.6108262108262,0.489695829800615,195
"HFR",60,36.5821336286453,0.472245202431603,301
"HFR",61,36.5673323092678,0.512311962224364,217
"HFR",62,36.6171497584541,0.50165882854415,230
"HFR",63,36.6288471570162,0.462649474083367,213
"HFR",64,36.6469734660033,0.487596708919046,268
"HFR",65,36.6303418803419,0.505163251419217,208
"HFR",66,36.6619543650794,0.505209921338715,224
"HFR",67,36.6507150715072,0.490173486538376,202
"HFR",68,36.6725813265737,0.493490505228728,263
"HFR",69,36.6581790123457,0.479495714579919,216
"HFR",70,36.6889903602232,0.496000530312646,219
"HFR",71,36.6684027777778,0.483216680004456,192
"HFR",72,36.7030794839784,0.480549695801508,267
"HSR",0,37.242107195301,0.945696889013251,908
"HSR",1,37.2770083102493,1.01478664273853,361
"HSR",2,37.3896166909267,0.938457739974098,458
"HSR",3,37.540663040663,0.843645833555511,429
"HSR",4,37.6189172749392,0.85391068278673,548
"HSR",5,37.6948833709556,0.786468017139856,443
"HSR",6,37.7218941382327,0.763571227890046,508
"HSR",7,37.829637841833,0.724478926480876,451
"HSR",8,37.7817253995764,0.754004820636162,577
"HSR",9,37.8358806404658,0.746668846154545,458
"HSR",10,37.8203108590632,0.794423156977359,529
"HSR",11,37.8716901756991,0.75835826542137,449
"HSR",12,37.8223410576352,0.769617901460191,561
"HSR",13,37.8612324114508,0.712750443984934,458
"HSR",14,37.8497777777778,0.750113147818908,500
"HSR",15,37.8396718866518,0.743986117864867,447
"HSR",16,37.8388369678089,0.708551060891356,535
"HSR",17,37.8151469855506,0.670867984532322,446
"HSR",18,37.7635241301908,0.698995059408523,495
"HSR",19,37.8299086757991,0.65397776713858,438
"HSR",20,37.7821273230526,0.659658796651517,562
"HSR",21,37.7950617283951,0.616628511767118,450
"HSR",22,37.7722960151803,0.616126008391165,527
"HSR",23,37.8467030114226,0.631157113010794,428
"HSR",24,37.7961623467953,0.634720179516125,553
"HSR",25,37.8437104530499,0.672626221791592,439
"HSR",26,37.8202420242024,0.685600467672529,505
"HSR",27,37.828811369509,0.663563046542757,430
"HSR",28,37.8054037644202,0.698150072241924,549
