"group","hour","avg_temperature","std","n"
"HFR",0,37.5505121650425,0.784384714701899,705
"HFR",1,37.696581294394,0.826270676134558,104
"HFR",2,37.6418202419909,0.746601348336009,199
"HFR",3,37.6206443280001,0.734206021372331,169
"HFR",4,37.4522183345582,0.6030081773911,293
"HFR",5,37.4607614963297,0.728390459889195,143
"HFR",6,37.4369444953071,0.698493018575094,200
"HFR",7,37.3421797377795,0.604028689601848,157
"HFR",8,37.3493235401562,0.608520023682083,271
"HFR",9,37.2701023336042,0.621213902206879,152
"HFR",10,37.2295543371589,0.725013814711695,197
"HFR",11,37.1367815682714,0.670290590012174,145
"HFR",12,37.1943380519044,0.574064049555358,261
"HFR",13,37.1434493563068,0.636475158704222,134
"HFR",14,37.1210985981421,0.697775918581772,178
"HFR",15,36.9440298254415,0.652114075067036,134
"HFR",16,37.0570865140499,0.631645097662795,254
"HFR",17,36.9506605336531,0.668200596619066,143
"HFR",18,36.9362642981198,0.647978691555977,163
"HFR",19,36.7997686068217,0.711919777601715,144
"HFR",20,36.9383716626152,0.640247889388685,247
"HFR",21,36.8805774678708,0.677964096327377,127
"HFR",22,36.9055201158571,0.618655374732466,157
"HFR",23,36.8306877835928,0.615152720234375,126
"HFR",24,36.8491736062631,0.616788233450122,242
"HFR",25,36.8567899853114,0.666821008953071,135
"HFR",26,36.7661498560154,0.605107669530909,172
"HFR",27,36.7214228800065,0.689782421675322,139
"HFR",28,36.76149423095,0.538582332947985,232
"HFR",29,36.5873015873016,0.622381792055666,133
"HFR",30,36.6646216820923,0.620543516703755,163
"HFR",31,36.5559999254015,0.670705252824681,125
"HFR",32,36.5656341282667,0.555402063423089,226
"HFR",33,36.5286325307993,0.576530620271456,130
"HFR",34,36.5306267099842,0.577946468832949,156
"HFR",35,36.4464286319793,0.562246350483138,140
"HFR",36,36.5226608038413,0.517453300526018,228
"HFR",37,36.4343033644257,0.640154313792558,126
"HFR",38,36.4016062827155,0.537958697427545,166
"HFR",39,36.4750958731348,0.611599484070756,145
"HFR",40,36.5014124724825,0.579324222932345,236
"HFR",41,36.4449636314764,0.587027415424439,107
"HFR",42,36.3516376473311,0.583321405420297,173
"HFR",43,36.4000800092348,0.524842748918799,139
"HFR",44,36.3951782610431,0.543056826991042,212
"HFR",45,36.3717591321027,0.635670394419806,120
"HFR",46,36.3330066157322,0.563373552225815,170
"HFR",47,36.4455482028178,0.546047292886991,151
"HFR",48,36.388020714124,0.482566518549961,192
"HFR",49,36.317663672756,0.600785460332916,117
"HFR",50,36.3778510525263,0.582707429773423,151
"HFR",51,36.3696742874439,0.595101198216563,133
"HFR",52,36.2805834683505,0.544150974960604,198
"HFR",53,36.3492798118434,0.525898320262441,108
"HFR",54,36.2161681183383,0.670020815625908,156
"HFR",55,36.3613264361504,0.587703754774472,129
"HFR",56,36.3426900941726,0.560277044153994,190
"HFR",57,36.2579363435845,0.596500880424592,98
"HFR",58,36.2289156013703,0.507585385243424,166
"HFR",59,36.2752525252525,0.635875814409537,132
"HFR",60,36.2577779376318,0.593265484516355,175
"HFR",61,36.3270975402694,0.512903504012518,98
"HFR",62,36.2530465621675,0.520855032634928,155
"HFR",63,36.2031512157636,0.482839390610661,134
"HFR",64,36.3236110899184,0.599088458436901,200
"HFR",65,36.3137862515548,0.647986699628025,108
"HFR",66,36.3161548815276,0.576721027076769,152
"HFR",67,36.4136821792364,0.4790867995633,121
"HFR",68,36.3065134489369,0.530680084069781,174
"HFR",69,36.3440170451107,0.670569142853603,104
"HFR",70,36.3767806485168,0.633251469140171,156
"HFR",71,36.4300253676398,0.670416324805856,131
"HFR",72,36.4041327913279,0.613702978514387,164
"HSR",0,37.2875942778903,0.921029514559147,1562
"HSR",1,37.4206349038153,0.955593359423976,252
"HSR",2,37.4302092340978,0.894019521241863,441
"HSR",3,37.4875854099115,0.849307954956538,358
"HSR",4,37.4610557499826,0.822150809969845,602
"HSR",5,37.5348020482946,0.839397438904619,348
"HSR",6,37.4760438752397,0.832904490343244,487
"HSR",7,37.4732384642934,0.7829056199988,328
"HSR",8,37.499177637156,0.769882584889852,608
"HSR",9,37.6545243126824,0.806164026843531,334
"HSR",10,37.5745288625596,0.771112206160213,448
"HSR",11,37.5469697509149,0.730154976641876,330
"HSR",12,37.5205576070762,0.731422157236454,554
"HSR",13,37.5423197412441,0.771701190602363,319
"HSR",14,37.5340909572563,0.704388752427527,440
"HSR",15,37.5548780901322,0.72509784361006,328
"HSR",16,37.5456535764006,0.74531741278884,533
"HSR",17,37.6224677411964,0.821636761588568,362
"HSR",18,37.5761363482235,0.817377041371209,440
"HSR",19,37.6003086550573,0.82486084687464,324
"HSR",20,37.5988968457642,0.756557004624556,564
"HSR",21,37.7099697731533,0.736055723681069,331
"HSR",22,37.6701006071808,0.759613128372669,453
"HSR",23,37.5900551042473,0.786734428742606,343
"HSR",24,37.5890021853977,0.735166555206351,588
"HSR",25,37.6617210531565,0.7068425531904,337
"HSR",26,37.6566323473123,0.694758026192591,454
"HSR",27,37.6165885029824,0.71216597176853,355
"HSR",28,37.5718010949457,0.695152882820864,554
"HSR",29,37.6373591277142,0.741868955424365,345
"HSR",30,37.5723271599856,0.684324014003866,424
"HSR",31,37.5327381885872,0.724084416242154,336
"HSR",32,37.4787190786432,0.688046905909977,543
"HSR",33,37.5982340685667,0.731453880567016,302
"HSR",34,37.5493827965034,0.696066269538331,432
"HSR",35,37.5079601154992,0.694282314670446,335
"HSR",36,37.5074007837218,0.689661275587115,563
"HSR",37,37.5628109357843,0.735775293296967,268
"HSR",38,37.5299340997596,0.713355995252553,438
"HSR",39,37.5741274342337,0.653703526883236,347
"HSR",40,37.5214953318563,0.714186373916422,535
"HSR",41,37.5056652297751,0.748273710725353,304
"HSR",42,37.5151061059235,0.707166334542206,445
"HSR",43,37.5159700103978,0.699331592224791,327
"HSR",44,37.4828018067602,0.705406197922254,533
"HSR",45,37.5127504970641,0.758854568909914,305
"HSR",46,37.5604149848732,0.779260822209708,423
"HSR",47,37.506763169539,0.754941716330021,345
"HSR",48,37.5146464800594,0.730749150862936,550
"HSR",49,37.4849013307507,0.775824484244863,287
"HSR",50,37.538482448919,0.779073253701115,410
"HSR",51,37.4405957927985,0.68593747624989,332
"HSR",52,37.4209151174508,0.687385028637976,510
"HSR",53,37.4684252994333,0.729874031550761,278
"HSR",54,37.4500919759884,0.765487387446078,423
"HSR",55,37.4801719799677,0.745720926330872,297
"HSR",56,37.3657844798251,0.73235941286763,529
"HSR",57,37.4715047431999,0.765524458486223,271
"HSR",58,37.3489712478366,0.66197416775151,405
"HSR",59,37.3121942697414,0.692237731887816,318
"HSR",60,37.3163082351821,0.679705224780671,496
"HSR",61,37.4197065885212,0.735594344066711,265
"HSR",62,37.3870878782455,0.734167073423254,401
"HSR",63,37.3136200853573,0.697685627018439,310
"HSR",64,37.3161319996911,0.704614277349764,478
"HSR",65,37.4458383478904,0.724270158532813,279
"HSR",66,37.3403325363164,0.834034576508212,381
"HSR",67,37.3491268519441,0.706057377583737,299
"HSR",68,37.3750611490557,0.686975480217222,454
"HSR",69,37.3684524203104,0.804066735760532,280
"HSR",70,37.3419589215552,0.762849637203948,380
"HSR",71,37.3675213760268,0.795647825809829,299
"HSR",72,37.3775831927878,0.783837412237573,457
"HT",0,35.8622716155793,0.775404804928295,3327
"HT",1,35.5772946977176,0.858346677996615,506
"HT",2,35.807667696592,0.757253178337427,868
"HT",3,35.8259459791294,0.746207736587724,737
"HT",4,35.9504287535661,0.68881670343013,1179
"HT",5,35.8197441680445,0.757014439835678,695
"HT",6,35.918044796268,0.739768689689331,907
"HT",7,35.8932411257654,0.722974604423473,651
"HT",8,35.9662280798423,0.644696488553301,1140
"HT",9,35.9511627013266,0.656979687796896,645
"HT",10,35.9776612237092,0.662309880242282,858
"HT",11,35.9696422100559,0.661240145419221,646
"HT",12,35.9883627035531,0.648920222575805,1098
"HT",13,35.9621538562082,0.646423485795451,618
"HT",14,35.9676486341935,0.665197372925765,826
"HT",15,36.0093750158946,0.651540315486325,640
"HT",16,36.0361316214824,0.607949272734802,1084
