"group","hour","avg_temperature","std","n"
"HFR",0,37.4636254501801,0.808720535570248,833
"HFR",1,37.4063844797178,0.806334273983346,315
"HFR",2,37.5596296296296,1.27744833459889,390
"HFR",3,37.5642076502732,1.02088011189612,366
"HFR",4,37.6114145658263,0.594306678020226,476
"HFR",5,37.7171989354624,0.624677793647728,334
"HFR",6,37.6106870229008,1.43786926063202,393
"HFR",7,37.6620289855072,0.567192685269935,345
"HFR",8,37.5306505223172,0.574587109608397,468
"HFR",9,37.5295486111111,0.571474428574382,320
"HFR",10,37.541290893015,0.563088594452216,377
"HFR",11,37.4794478527607,0.539079316066003,326
"HFR",12,37.3891660367851,0.567710645980791,441
"HFR",13,37.3663471778488,0.522952428361398,313
"HFR",14,37.3012127171419,0.610877058057783,339
"HFR",15,37.2577934825285,0.487765346721473,283
"HFR",16,37.1952706552707,0.485023193960517,390
"HFR",17,37.1063492063492,0.532059315402175,280
"HFR",18,37.1355197132617,0.513404558793676,310
"HFR",19,37.1556437389771,0.528421933561303,252
"HFR",20,37.0884773662551,0.505230681520907,378
"HFR",21,37.0426666666667,0.526793911390488,250
"HFR",22,37.04104620084,0.511533134142824,291
"HFR",23,36.9772151898734,0.592619297285802,237
"HFR",24,36.9531359439669,0.469649837501783,349
"HFR",25,36.9128344671202,0.497426134842951,245
"HFR",26,36.9058676654182,0.467147055188593,267
"HFR",27,36.8808212560387,0.463223907783688,230
"HFR",28,36.8285240464345,0.557933115682656,335
"HFR",29,36.8051987767584,0.449659796448562,218
"HFR",30,36.8124,0.418475849708357,250
"HFR",31,36.7673782156541,0.391763825138945,203
"HFR",32,36.8072272880784,0.422440930033436,329
"HFR",33,36.7651017214397,0.452386954738982,213
"HFR",34,36.7430373605046,0.410251015036378,229
"HFR",35,36.7418450560652,0.441810596112659,218
"HFR",36,36.7446751249519,0.407757570180273,289
"HFR",37,36.7317535545024,0.452691821358333,211
"HFR",38,36.6505389718076,0.408580218650336,268
"HFR",39,36.6592592592593,0.388520398697113,207
"HFR",40,36.6656710473915,0.458728669390046,279
"HFR",41,36.6678418803419,0.456892029782033,208
"HFR",42,36.6885838779956,0.437581976012594,255
"HFR",43,36.5594964422551,0.505872169051114,203
"HFR",44,36.6346651445967,0.419791037549688,292
"HFR",45,36.6341839447103,0.469647818638104,209
"HFR",46,36.6268641975309,0.439009884422229,225
"HFR",47,36.6240455840456,0.479164154893527,195
"HFR",48,36.6475490196078,0.465598831339047,272
"HFR",49,36.6266779469825,0.44152907182074,197
"HFR",50,36.6771398192451,0.48371099242794,209
"HFR",51,36.6174449812131,0.465787901165132,207
"HFR",52,36.6471031746032,0.461333317150751,280
"HFR",53,36.5933562428408,0.54840221337855,194
"HFR",54,36.5826923076923,0.539317888292147,208
"HFR",55,36.6143990929705,0.439536171491254,196
"HFR",56,36.5957528957529,0.515625848320833,259
"HFR",57,36.5691550925926,0.475491621587626,192
"HFR",58,36.5828236493374,0.479815040698063,218
"HFR",59,36.5723707664884,0.477084543737048,187
"HFR",60,36.5589430894309,0.464676749802673,246
"HFR",61,36.5549189814815,0.476823979833856,192
"HFR",62,36.5776212832551,0.509631756260895,213
"HFR",63,36.5659914057704,0.494857180690561,181
"HFR",64,36.5784153005464,0.468746425329423,244
"HFR",65,36.5697222222222,0.447400745014321,200
"HFR",66,36.6050605060506,0.460489867033069,202
"HFR",67,36.676800976801,0.514998821855857,182
"HFR",68,36.579945799458,0.454264879307886,246
"HFR",69,36.6296296296296,0.48992460705532,168
"HFR",70,36.6201027617213,0.452198750892643,173
"HFR",71,36.6788804071247,0.551246287119749,131
"HFR",72,36.6655092592593,0.594441636648914,48
"HSR",0,37.1261904761905,0.908308109610614,1106
"HSR",1,37.076774351444,1.36046062228078,454
"HSR",2,37.3582947530864,0.853195061393948,576
"HSR",3,37.4855619535082,0.771909991884755,521
"HSR",4,37.5769782998858,0.709619231914754,681
"HSR",5,37.6735624284078,0.721259900274593,485
"HSR",6,37.7490048309179,0.715294980212733,575
"HSR",7,37.7622520793346,0.687086965843484,521
"HSR",8,37.7335924846129,0.716867368719551,686
"HSR",9,37.7952005259698,0.679031577232425,507
"HSR",10,37.8014159292035,0.657894883269093,565
"HSR",11,37.7611522633745,0.650470301643146,540
"HSR",12,37.7078610310599,0.67014160644554,694
"HSR",13,37.7584864391951,0.624318003445662,508
"HSR",14,37.7482595870206,0.621000183859561,565
"HSR",15,37.7067680776014,0.587033976345208,504
"HSR",16,37.6479837999648,0.618784749764393,631
"HSR",17,37.7404146284649,0.624692113347176,477
"HSR",18,37.7516087516088,0.655846471660795,518
"HSR",19,37.7610521349375,0.67386027035959,471
"HSR",20,37.7007069059271,0.638789660880715,613
"HSR",21,37.7072318007663,1.11875740047833,464
"HSR",22,37.7040959493098,0.639153406147545,491
"HSR",23,37.702876984127,0.6302161217549,448
"HSR",24,37.6553866366366,0.595417956140519,592
"HSR",25,37.7005265929437,0.619721971196549,422
"HSR",26,37.5973271482218,1.20017868472792,503
"HSR",27,37.6340723145949,1.05491405426941,421
"HSR",28,37.5754295532646,0.970588169194783,582
"HSR",29,37.6288617886179,0.666661821398895,410
"HSR",30,37.6267089499648,0.64699311616917,473
"HSR",31,37.6225301513985,0.617037219386916,433
"HSR",32,37.5868276403612,0.622349249781395,566
