"group","hour","avg_temperature","std","n"
"HFR",0,37.5663129973475,0.849365471228891,1131
"HFR",1,37.7278645833333,0.838206229972265,384
"HFR",2,37.7678137651822,0.773677290234591,494
"HFR",3,37.7755102040816,0.698561364855129,490
"HFR",4,37.7768352365416,0.681083167926043,613
"HFR",5,37.7953907815631,0.672762390843397,499
"HFR",6,37.7388086642599,0.647509645411778,554
"HFR",7,37.7246,0.668422334182265,500
"HFR",8,37.5991856677524,0.641279299543215,614
"HFR",9,37.6085487077535,0.651283196394393,503
"HFR",10,37.5781190019194,0.660318333227183,521
"HFR",11,37.5343313373253,0.653436302937025,501
"HFR",12,37.4885382059801,0.638361715567488,602
"HFR",13,37.4686440677966,0.648885918027519,472
"HFR",14,37.4486921529175,0.664845437257662,497
"HFR",15,37.3886409736308,0.648883326999228,493
"HFR",16,37.2854026845638,0.614096320909127,596
"HFR",17,37.2865800865801,0.61134749737993,462
"HFR",18,37.2274319066148,0.631010220886338,514
"HFR",19,37.2120087336245,0.63343036756863,458
"HFR",20,37.1463063063063,0.63805311946844,555
"HFR",21,37.1030444964871,0.675051801445736,427
"HFR",22,37.0893970893971,0.673046440256176,481
"HFR",23,37.0363431151242,0.638587375976687,443
"HFR",24,37.024773960217,0.613894960957343,553
"HFR",25,36.9739325842697,0.634300384224119,445
"HFR",26,36.9489082969432,0.613603008796125,458
"HFR",27,36.8824601366743,0.599457408871659,439
"HFR",28,36.8692748091603,0.618014034547492,524
"HFR",29,36.8627634660422,0.58550154879271,427
"HFR",30,36.8469026548673,0.619000094417378,452
"HFR",31,36.8163120567376,0.598729790561214,423
"HFR",32,36.8146771037182,0.569072037416046,511
"HFR",33,36.7669154228856,0.544274151444947,402
"HFR",34,36.7664488017429,0.557214123830863,459
"HFR",35,36.7269326683292,0.589425837536082,401
"HFR",36,36.7099601593626,0.534722864036808,502
"HFR",37,36.6944736842105,0.58634054675817,380
"HFR",38,36.6916859122402,0.570189355495628,433
"HFR",39,36.6511278195489,0.598945875695854,399
"HFR",40,36.6668737060041,0.531204650094759,483
"HFR",41,36.6364341085271,0.54847003184168,387
"HFR",42,36.6858796296296,0.555929575696391,432
"HFR",43,36.6196765498652,0.537980109111811,371
"HFR",44,36.6495780590717,0.557753186020003,474
"HFR",45,36.6106100795756,0.544697748711451,377
"HFR",46,36.6162735849057,0.598930710430128,424
"HFR",47,36.6236842105263,0.507481863682234,380
"HFR",48,36.6016355140187,0.554962401705944,428
"HFR",49,36.5512605042017,0.512188334318642,357
"HFR",50,36.5918421052632,0.503718915122333,380
"HFR",51,36.537573964497,0.541327115930657,338
"HFR",52,36.5731034482759,0.543023007771907,435
"HFR",53,36.5433701657459,0.484007647423015,362
"HFR",54,36.54375,0.512468555999028,384
"HFR",55,36.5422857142857,0.467003406565474,350
"HFR",56,36.5747826086956,0.493547644363537,460
"HFR",57,36.5445427728614,0.499281744848571,339
"HFR",58,36.5625,0.555767293563862,384
"HFR",59,36.558938547486,0.55555860965521,358
"HFR",60,36.5658932714617,0.507636179668185,431
"HFR",61,36.5485294117647,0.535217720168114,340
"HFR",62,36.5236363636364,0.588551605574432,385
"HFR",63,36.4968115942029,0.563488131448914,345
"HFR",64,36.5633971291866,0.49396835808855,418
"HFR",65,36.5908227848101,0.523793810384071,316
"HFR",66,36.5958333333333,0.588761388123276,360
"HFR",67,36.6394117647059,0.529071882723248,340
"HFR",68,36.6346835443038,0.535194910752167,395
"HFR",69,36.6571884984026,0.538773315512484,313
"HFR",70,36.6448369565217,0.536235211662965,368
"HFR",71,36.6531976744186,0.579475188716997,344
"HFR",72,36.6377952755905,0.561004146789008,381
"HSR",0,37.2046950890448,0.964446022326428,1853
"HSR",1,37.253865652725,1.10917991711304,789
"HSR",2,37.3643835616438,1.00394588818131,949
"HSR",3,37.5060215053763,0.896186322249554,930
"HSR",4,37.5563228699552,0.803170850138626,1115
"HSR",5,37.6691983122363,0.786126127272369,948
"HSR",6,37.6963213939981,0.771140063400288,1033
"HSR",7,37.7937113402062,0.753397286143971,970
"HSR",8,37.7430292598967,0.750715155449227,1162
"HSR",9,37.8287190082645,0.739659226974034,968
"HSR",10,37.8123048668503,0.726655763169362,1089
"HSR",11,37.83996003996,0.724818320961604,1001
"HSR",12,37.8176271186441,0.72815273724922,1180
"HSR",13,37.8311330049261,0.666806837121432,1015
"HSR",14,37.821124206709,0.651326864328286,1103
"HSR",15,37.8123517786561,0.657826354088472,1012
"HSR",16,37.793470790378,0.683996134461123,1164
"HSR",17,37.812039800995,0.686700870877346,1005
"HSR",18,37.8229448961156,0.694747277114827,1107
"HSR",19,37.8167664670659,0.68552780758939,1002
"HSR",20,37.7964957264957,0.669905214289512,1170
"HSR",21,37.7878612716763,0.65165544849384,1038
"HSR",22,37.7986413043478,0.61173768366372,1104
"HSR",23,37.7908023483366,0.637064108108226,1022
"HSR",24,37.7801680672269,0.650827232152654,1190
"HSR",25,37.8102161100196,0.656376148585888,1018
"HSR",26,37.7801936619718,0.64756021773249,1136
"HSR",27,37.7926499032882,0.63058857804275,1034
"HSR",28,37.7547863247863,0.644300003831186,1170
"HSR",29,37.751888667992,0.656063499179794,1006
"HSR",30,37.7431111111111,0.637722197067548,1125
"HSR",31,37.7416100872939,0.631245438130276,1031
"HSR",32,37.710103626943,0.618842555522937,1158
"HSR",33,37.7079731027858,0.635658216738062,1041
"HSR",34,37.7206896551724,0.638898224948631,1073
"HSR",35,37.7334337349398,0.646814114813612,996
"HSR",36,37.6978184991274,0.645443922416963,1146
"HSR",37,37.7039800995025,0.632852329786913,1005
"HSR",38,37.7070488721805,0.631575203357744,1064
"HSR",39,37.6963039014374,0.621296173574429,974
"HSR",40,37.6785971223022,0.634225334196897,1112
"HSR",41,37.7042900919305,0.635457085232094,979
"HSR",42,37.7095837366893,0.638444634532357,1033
"HSR",43,37.70318275154,0.6512539359384,974
"HSR",44,37.6968075117371,0.647355192925941,1065
"HSR",45,37.6922023182297,0.642271727294907,949
"HSR",46,37.6734328358209,0.629820578318084,1005
"HSR",47,37.698087141339,0.665643630978423,941
"HSR",48,37.6800374882849,0.652606836767982,1067
"HSR",49,37.6777896995708,0.634126382803516,932
"HSR",50,37.6868656716418,0.628226038178528,1005
"HSR",51,37.6643237486688,0.642618282924168,939
"HSR",52,37.6283938814532,0.639367736224786,1046
"HSR",53,37.6670281995662,0.64516716455016,922
"HSR",54,37.6401015228426,0.61555546156947,985
"HSR",55,37.6131182795699,0.646627382656614,930
"HSR",56,37.5990448901624,0.621660519896706,1047
"HSR",57,37.584142394822,0.649320040764927,927
"HSR",58,37.5981404958678,0.640269343605062,968
"HSR",59,37.5996677740864,0.638396255188603,903
"HSR",60,37.5394379844961,0.647853183867864,1032
"HSR",61,37.5477375565611,0.647834160714268,884
"HSR",62,37.5354497354497,0.651954715548143,945
"HSR",63,37.5469988674972,0.693572325207329,883
"HSR",64,37.5587525150905,0.68365233615915,994
"HSR",65,37.571412037037,0.667073542875635,864
"HSR",66,37.5503703703704,0.687896550018922,945
"HSR",67,37.5275581395349,0.732607310628795,860
"HSR",68,37.5067813765182,0.733663390385829,988
"HSR",69,37.5521997621879,0.703442581032359,841
"HSR",70,37.5272116461366,0.682245005666287,893
"HSR",71,37.5106382978723,0.712030395700464,846
"HSR",72,37.5003264417846,0.730154952715827,919
"HT",0,36.2558492300621,0.842575231075434,4351
"HT",1,35.7709259259259,1.20316506989916,1080
"HT",2,35.9242587601078,1.05852563676682,1484
"HT",3,36.0661875427789,0.966348041549397,1461
"HT",4,36.1424910302409,0.92142795914486,1951
"HT",5,36.1023545706371,0.968560524835777,1444
"HT",6,36.1503097893432,0.919464669820739,1614
"HT",7,36.1782824698368,0.948591750627565,1409
"HT",8,36.2465753424658,0.856757916464985,1898
"HT",9,36.2079734219269,0.918972714696669,1505
"HT",10,36.2052467207995,0.898072911692476,1601
"HT",11,36.2108843537415,0.876501279567704,1470
"HT",12,36.2572668112798,0.827502247737266,1844
"HT",13,36.2136143745681,0.880714611778652,1447
"HT",14,36.2277423469388,0.867760214935109,1568
"HT",15,36.2128118678355,0.860152739830239,1483
"HT",16,36.272,0.796304974244586,1800
